time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1357847582.26225400,-40852.16098962,0.00000000,-nan,0.00000000,-41003.98136689,0.000000,0.000000
1357847582.36234593,-40852.21116143,0.00000000,-nan,0.00000000,-41004.08124846,0.000000,0.000000
1357847582.46243811,-40852.26133636,0.00000000,-nan,0.00000000,-41004.19101062,0.000000,0.000000
1357847582.56252003,-40852.31151178,0.00000000,-nan,0.00000000,-41004.29285869,0.000000,0.000000
1357847582.66703606,-40852.36169041,0.00000000,-nan,0.00000000,-41004.40295135,0.000000,0.000000
1357847582.76712704,-40852.41186853,0.00000000,-nan,0.00000000,-41004.50172976,0.000000,0.000000
1357847582.86721897,-40852.46204638,0.00000000,-nan,0.00000000,-41004.60130621,0.000000,0.000000
1357847582.96730208,-40852.51222414,0.00000000,-nan,0.00000000,-41004.70137701,0.000000,0.000000
1357847583.06739402,-40852.56240188,0.00000000,-nan,0.00000000,-41004.80166386,0.000000,0.000000
1357847583.16747093,-40852.61257991,0.00000000,-nan,0.00000000,-41004.90289227,0.000000,0.000000
1357847583.26756191,-40852.66275720,0.00000000,-nan,0.00000000,-41005.00100293,0.000000,0.000000
1357847583.36765504,-40852.71293462,0.00000000,-nan,0.00000000,-41005.10176225,0.000000,0.000000
1357847583.46774697,-40852.76311184,0.00000000,-nan,0.00000000,-41005.20149810,0.000000,0.000000
1357847583.56782889,-40852.81328918,0.00000000,-nan,0.00000000,-41005.30223387,0.000000,0.000000
1357847583.66791797,-40852.86346670,0.00000000,-nan,0.00000000,-41005.40314049,0.000000,0.000000
1357847583.76800990,-40852.91364357,0.00000000,-nan,0.00000000,-41005.50149842,0.000000,0.000000
1357847583.86810088,-40852.96382035,0.00000000,-nan,0.00000000,-41005.60158229,0.000000,0.000000
1357847583.96818709,-40853.01399689,0.00000000,-nan,0.00000000,-41005.70120028,0.000000,0.000000
1357847584.06827903,-40853.06417331,0.00000000,-nan,0.00000000,-41005.80118971,0.000000,0.000000
1357847584.16835690,-40853.11434965,0.00000000,-nan,0.00000000,-41005.90131715,0.000000,0.000000
1357847584.26844907,-40853.16452640,0.00000000,-nan,0.00000000,-41006.00289418,0.000000,0.000000
1357847584.36854196,-40853.21470262,0.00000000,-nan,0.00000000,-41006.10166615,0.000000,0.000000
1357847584.46862888,-40853.26487525,0.00000000,-nan,0.00000000,-41006.19104532,0.000000,0.000000
1357847584.56871295,-40853.31504840,0.00000000,-nan,0.00000000,-41006.29298833,0.000000,0.000000
1357847584.66880488,-40853.36522108,0.00000000,-nan,0.00000000,-41006.39188894,0.000000,0.000000
1357847584.77442598,-40853.41539674,0.00000000,-nan,0.00000000,-41006.50133387,0.000000,0.000000
1357847584.87451792,-40853.46556919,0.00000000,-nan,0.00000000,-41006.59187894,0.000000,0.000000
1357847584.97460103,-40853.51574156,0.00000000,-nan,0.00000000,-41006.69197704,0.000000,0.000000
1357847585.07469296,-40853.56591734,0.00000000,-nan,0.00000000,-41006.80276803,0.000000,0.000000
1357847585.17476797,-40853.61609307,0.00000000,-nan,0.00000000,-41006.90293895,0.000000,0.000000
1357847585.27486110,-40853.66626811,0.00000000,-nan,0.00000000,-41007.00120829,0.000000,0.000000
1357847585.37495208,-40853.71644356,0.00000000,-nan,0.00000000,-41007.10279023,0.000000,0.000000
1357847585.47504401,-40853.76661847,0.00000000,-nan,0.00000000,-41007.20149459,0.000000,0.000000
1357847585.57512689,-40853.81679371,0.00000000,-nan,0.00000000,-41007.30284533,0.000000,0.000000
1357847585.67521906,-40853.86696557,0.00000000,-nan,0.00000000,-41007.39285595,0.000000,0.000000
1357847585.77531099,-40853.91714323,0.00000000,-nan,0.00000000,-41007.51096038,0.000000,0.000000
1357847585.87540293,-40853.96732085,0.00000000,-nan,0.00000000,-41007.61119725,0.000000,0.000000
1357847585.97548389,-40854.01749836,0.00000000,-nan,0.00000000,-41007.71120643,0.000000,0.000000
1357847586.07557607,-40854.06767582,0.00000000,-nan,0.00000000,-41007.81142764,0.000000,0.000000
1357847586.17566609,-40854.11784717,0.00000000,-nan,0.00000000,-41007.89301346,0.000000,0.000000
1357847586.27575898,-40854.16801855,0.00000000,-nan,0.00000000,-41007.99347485,0.000000,0.000000
1357847586.37584496,-40854.21819233,0.00000000,-nan,0.00000000,-41008.10117076,0.000000,0.000000
1357847586.47592998,-40854.26836604,0.00000000,-nan,0.00000000,-41008.20130770,0.000000,0.000000
1357847586.57601094,-40854.31853967,0.00000000,-nan,0.00000000,-41008.30142051,0.000000,0.000000
1357847586.67610312,-40854.36871377,0.00000000,-nan,0.00000000,-41008.40319261,0.000000,0.000000
1357847586.77619505,-40854.41888725,0.00000000,-nan,0.00000000,-41008.50164507,0.000000,0.000000
1357847586.87960505,-40854.46906102,0.00000000,-nan,0.00000000,-41008.60287508,0.000000,0.000000
1357847586.97968602,-40854.51923745,0.00000000,-nan,0.00000000,-41008.71141127,0.000000,0.000000
1357847587.07977796,-40854.56941375,0.00000000,-nan,0.00000000,-41008.81136900,0.000000,0.000000
1357847587.17985892,-40854.61958986,0.00000000,-nan,0.00000000,-41008.91111229,0.000000,0.000000
1357847587.27995205,-40854.66976284,0.00000000,-nan,0.00000000,-41009.00186523,0.000000,0.000000
1357847587.38004398,-40854.71993551,0.00000000,-nan,0.00000000,-41009.10123935,0.000000,0.000000
1357847587.48012710,-40854.77010822,0.00000000,-nan,0.00000000,-41009.20170919,0.000000,0.000000
1357847587.58021402,-40854.82028445,0.00000000,-nan,0.00000000,-41009.31290110,0.000000,0.000000
1357847587.68030596,-40854.87046070,0.00000000,-nan,0.00000000,-41009.41331419,0.000000,0.000000
1357847587.78039789,-40854.92063613,0.00000000,-nan,0.00000000,-41009.51113710,0.000000,0.000000
1357847587.88049006,-40854.97081146,0.00000000,-nan,0.00000000,-41009.61117238,0.000000,0.000000
1357847587.98057604,-40855.02098674,0.00000000,-nan,0.00000000,-41009.71136236,0.000000,0.000000
1357847588.08066702,-40855.07115878,0.00000000,-nan,0.00000000,-41009.80175505,0.000000,0.000000
1357847588.18074393,-40855.12133114,0.00000000,-nan,0.00000000,-41009.90304412,0.000000,0.000000
1357847588.28083706,-40855.17150340,0.00000000,-nan,0.00000000,-41010.00310132,0.000000,0.000000
1357847588.38092899,-40855.22167553,0.00000000,-nan,0.00000000,-41010.10305231,0.000000,0.000000
1357847588.48101592,-40855.27185021,0.00000000,-nan,0.00000000,-41010.21124062,0.000000,0.000000
1357847588.58110094,-40855.32202530,0.00000000,-nan,0.00000000,-41010.31288006,0.000000,0.000000
1357847588.68119192,-40855.37220033,0.00000000,-nan,0.00000000,-41010.41303987,0.000000,0.000000
1357847588.78128409,-40855.42237461,0.00000000,-nan,0.00000000,-41010.51108456,0.000000,0.000000
1357847588.88137603,-40855.47254556,0.00000000,-nan,0.00000000,-41010.60112526,0.000000,0.000000
1357847588.98588109,-40855.52272279,0.00000000,-nan,0.00000000,-41010.72089652,0.000000,0.000000
1357847589.08597207,-40855.57290004,0.00000000,-nan,0.00000000,-41010.82132101,0.000000,0.000000
1357847589.18606400,-40855.62307141,0.00000000,-nan,0.00000000,-41010.90343740,0.000000,0.000000
1357847589.28615689,-40855.67324285,0.00000000,-nan,0.00000000,-41011.00403992,0.000000,0.000000
1357847589.38624096,-40855.72341983,0.00000000,-nan,0.00000000,-41011.12151861,0.000000,0.000000
1357847589.48632193,-40855.77359105,0.00000000,-nan,0.00000000,-41011.20404464,0.000000,0.000000
1357847589.58640790,-40855.82376768,0.00000000,-nan,0.00000000,-41011.32113879,0.000000,0.000000
1357847589.68650007,-40855.87394155,0.00000000,-nan,0.00000000,-41011.41293171,0.000000,0.000000
1357847589.78659201,-40855.92411484,0.00000000,-nan,0.00000000,-41011.51148347,0.000000,0.000000
1357847589.88668394,-40855.97428797,0.00000000,-nan,0.00000000,-41011.61132860,0.000000,0.000000
1357847589.98676491,-40856.02446103,0.00000000,-nan,0.00000000,-41011.71146610,0.000000,0.000000
1357847590.08685708,-40856.07463407,0.00000000,-nan,0.00000000,-41011.81175205,0.000000,0.000000
1357847590.18694711,-40856.12481036,0.00000000,-nan,0.00000000,-41011.92221250,0.000000,0.000000
1357847590.28704000,-40856.17498678,0.00000000,-nan,0.00000000,-41012.02293365,0.000000,0.000000
1357847590.38712597,-40856.22516252,0.00000000,-nan,0.00000000,-41012.12118446,0.000000,0.000000
1357847590.48720908,-40856.27533819,0.00000000,-nan,0.00000000,-41012.22133416,0.000000,0.000000
1357847590.58729410,-40856.32551374,0.00000000,-nan,0.00000000,-41012.32127610,0.000000,0.000000
1357847590.68738604,-40856.37568921,0.00000000,-nan,0.00000000,-41012.42140242,0.000000,0.000000
1357847590.78747702,-40856.42586471,0.00000000,-nan,0.00000000,-41012.52186350,0.000000,0.000000
1357847590.88756895,-40856.47603663,0.00000000,-nan,0.00000000,-41012.61104024,0.000000,0.000000
1357847590.98764992,-40856.52620855,0.00000000,-nan,0.00000000,-41012.71138809,0.000000,0.000000
1357847591.08995390,-40856.57638082,0.00000000,-nan,0.00000000,-41012.81285047,0.000000,0.000000
1357847591.19004607,-40856.62655298,0.00000000,-nan,0.00000000,-41012.91280885,0.000000,0.000000
1357847591.29013610,-40856.67672781,0.00000000,-nan,0.00000000,-41013.02150589,0.000000,0.000000
1357847591.39021993,-40856.72690238,0.00000000,-nan,0.00000000,-41013.12103296,0.000000,0.000000
1357847591.49030089,-40856.77707701,0.00000000,-nan,0.00000000,-41013.22158962,0.000000,0.000000
1357847591.59039211,-40856.82725143,0.00000000,-nan,0.00000000,-41013.32126511,0.000000,0.000000
1357847591.69048405,-40856.87742579,0.00000000,-nan,0.00000000,-41013.42141594,0.000000,0.000000
1357847591.79057503,-40856.92760001,0.00000000,-nan,0.00000000,-41013.52135293,0.000000,0.000000
1357847591.89066696,-40856.97777400,0.00000000,-nan,0.00000000,-41013.62096055,0.000000,0.000000
1357847591.99075198,-40857.02794798,0.00000000,-nan,0.00000000,-41013.72128432,0.000000,0.000000
1357847592.09084010,-40857.07812237,0.00000000,-nan,0.00000000,-41013.82293521,0.000000,0.000000
1357847592.19093204,-40857.12829631,0.00000000,-nan,0.00000000,-41013.92184834,0.000000,0.000000
1357847592.29102492,-40857.17846996,0.00000000,-nan,0.00000000,-41014.02131194,0.000000,0.000000
1357847592.39110208,-40857.22864349,0.00000000,-nan,0.00000000,-41014.12127416,0.000000,0.000000
1357847592.49118710,-40857.27881376,0.00000000,-nan,0.00000000,-41014.21141889,0.000000,0.000000
1357847592.59127402,-40857.32898396,0.00000000,-nan,0.00000000,-41014.31152422,0.000000,0.000000
1357847592.69136596,-40857.37915450,0.00000000,-nan,0.00000000,-41014.41293473,0.000000,0.000000
1357847592.79145789,-40857.42932455,0.00000000,-nan,0.00000000,-41014.51177181,0.000000,0.000000
1357847592.89155006,-40857.47949767,0.00000000,-nan,0.00000000,-41014.62170554,0.000000,0.000000
1357847592.99164104,-40857.52967044,0.00000000,-nan,0.00000000,-41014.72094431,0.000000,0.000000
1357847593.09172297,-40857.57984015,0.00000000,-nan,0.00000000,-41014.81171896,0.000000,0.000000
1357847593.19513297,-40857.63000999,0.00000000,-nan,0.00000000,-41014.91247287,0.000000,0.000000
1357847593.29522610,-40857.68018247,0.00000000,-nan,0.00000000,-41015.02105781,0.000000,0.000000
1357847593.39530492,-40857.73035483,0.00000000,-nan,0.00000000,-41015.12107335,0.000000,0.000000
1357847593.49538994,-40857.78052705,0.00000000,-nan,0.00000000,-41015.22094166,0.000000,0.000000
1357847593.59547806,-40857.83069924,0.00000000,-nan,0.00000000,-41015.32121350,0.000000,0.000000
1357847593.69556999,-40857.88086849,0.00000000,-nan,0.00000000,-41015.41230582,0.000000,0.000000
1357847593.79566193,-40857.93104064,0.00000000,-nan,0.00000000,-41015.52177023,0.000000,0.000000
1357847593.89575410,-40857.98121241,0.00000000,-nan,0.00000000,-41015.62091618,0.000000,0.000000
1357847593.99583292,-40858.03138412,0.00000000,-nan,0.00000000,-41015.72105912,0.000000,0.000000
1357847594.09592509,-40858.08155638,0.00000000,-nan,0.00000000,-41015.82312535,0.000000,0.000000
1357847594.19601703,-40858.13172796,0.00000000,-nan,0.00000000,-41015.92135769,0.000000,0.000000
1357847594.29610991,-40858.18189951,0.00000000,-nan,0.00000000,-41016.02159402,0.000000,0.000000
1357847594.39619303,-40858.23207072,0.00000000,-nan,0.00000000,-41016.12088019,0.000000,0.000000
1357847594.49627304,-40858.28224208,0.00000000,-nan,0.00000000,-41016.22166518,0.000000,0.000000
1357847594.59636402,-40858.33241336,0.00000000,-nan,0.00000000,-41016.32178832,0.000000,0.000000
1357847594.69645596,-40858.38258441,0.00000000,-nan,0.00000000,-41016.42139890,0.000000,0.000000
1357847594.79654789,-40858.43275529,0.00000000,-nan,0.00000000,-41016.52118594,0.000000,0.000000
1357847594.89664006,-40858.48292608,0.00000000,-nan,0.00000000,-41016.62125214,0.000000,0.000000
1357847594.99671793,-40858.53309679,0.00000000,-nan,0.00000000,-41016.72134145,0.000000,0.000000
1357847595.09680891,-40858.58326731,0.00000000,-nan,0.00000000,-41016.82109998,0.000000,0.000000
1357847595.19690108,-40858.63343792,0.00000000,-nan,0.00000000,-41016.92169920,0.000000,0.000000
1357847595.29920602,-40858.68360828,0.00000000,-nan,0.00000000,-41017.02126545,0.000000,0.000000
1357847595.39928603,-40858.73378161,0.00000000,-nan,0.00000000,-41017.13099019,0.000000,0.000000
1357847595.49937296,-40858.78395175,0.00000000,-nan,0.00000000,-41017.22124267,0.000000,0.000000
1357847595.59945798,-40858.83412491,0.00000000,-nan,0.00000000,-41017.33116207,0.000000,0.000000
1357847595.69954991,-40858.88429803,0.00000000,-nan,0.00000000,-41017.43135649,0.000000,0.000000
1357847595.79964209,-40858.93447257,0.00000000,-nan,0.00000000,-41017.53618743,0.000000,0.000000
1357847595.89973402,-40858.98464557,0.00000000,-nan,0.00000000,-41017.63165262,0.000000,0.000000
1357847595.99981689,-40859.03482279,0.00000000,-nan,0.00000000,-41017.74539273,0.000000,0.000000
1357847596.09990811,-40859.08499242,0.00000000,-nan,0.00000000,-41017.82170164,0.000000,0.000000
1357847596.20000005,-40859.13516184,0.00000000,-nan,0.00000000,-41017.92137785,0.000000,0.000000
1357847596.30009294,-40859.18533120,0.00000000,-nan,0.00000000,-41018.02149952,0.000000,0.000000
1357847596.40017295,-40859.23550030,0.00000000,-nan,0.00000000,-41018.12105739,0.000000,0.000000
1357847596.50025892,-40859.28567310,0.00000000,-nan,0.00000000,-41018.23309181,0.000000,0.000000
1357847596.60034394,-40859.33584516,0.00000000,-nan,0.00000000,-41018.33111657,0.000000,0.000000
1357847596.70043492,-40859.38601720,0.00000000,-nan,0.00000000,-41018.43137976,0.000000,0.000000
1357847596.80052710,-40859.43618918,0.00000000,-nan,0.00000000,-41018.53152272,0.000000,0.000000
1357847596.90061903,-40859.48635791,0.00000000,-nan,0.00000000,-41018.62157606,0.000000,0.000000
1357847597.00070596,-40859.53652650,0.00000000,-nan,0.00000000,-41018.72148656,0.000000,0.000000
1357847597.10079408,-40859.58669552,0.00000000,-nan,0.00000000,-41018.82314139,0.000000,0.000000
1357847597.20088601,-40859.63686438,0.00000000,-nan,0.00000000,-41018.92299307,0.000000,0.000000
1357847597.30097795,-40859.68703263,0.00000000,-nan,0.00000000,-41019.02139296,0.000000,0.000000
1357847597.40216398,-40859.73720079,0.00000000,-nan,0.00000000,-41019.12144462,0.000000,0.000000
1357847597.50225091,-40859.78736884,0.00000000,-nan,0.00000000,-41019.22145332,0.000000,0.000000
1357847597.60233498,-40859.83753682,0.00000000,-nan,0.00000000,-41019.32152723,0.000000,0.000000
1357847597.70242691,-40859.88770474,0.00000000,-nan,0.00000000,-41019.42171368,0.000000,0.000000
1357847597.80251789,-40859.93787237,0.00000000,-nan,0.00000000,-41019.52109558,0.000000,0.000000
1357847597.90261006,-40859.98803991,0.00000000,-nan,0.00000000,-41019.62114732,0.000000,0.000000
1357847598.00269103,-40860.03820742,0.00000000,-nan,0.00000000,-41019.72139917,0.000000,0.000000
1357847598.10278296,-40860.08837536,0.00000000,-nan,0.00000000,-41019.82309913,0.000000,0.000000
1357847598.20287490,-40860.13854298,0.00000000,-nan,0.00000000,-41019.92238972,0.000000,0.000000
1357847598.30296803,-40860.18871006,0.00000000,-nan,0.00000000,-41020.02102423,0.000000,0.000000
1357847598.40305209,-40860.23887708,0.00000000,-nan,0.00000000,-41020.12116768,0.000000,0.000000
1357847598.50312996,-40860.28904405,0.00000000,-nan,0.00000000,-41020.22135652,0.000000,0.000000
1357847598.60321903,-40860.33921109,0.00000000,-nan,0.00000000,-41020.32189912,0.000000,0.000000
1357847598.70331097,-40860.38937809,0.00000000,-nan,0.00000000,-41020.42210063,0.000000,0.000000
1357847598.80340290,-40860.43954785,0.00000000,-nan,0.00000000,-41020.53125667,0.000000,0.000000
1357847598.90349388,-40860.48971493,0.00000000,-nan,0.00000000,-41020.62304896,0.000000,0.000000
1357847599.00357389,-40860.53988126,0.00000000,-nan,0.00000000,-41020.72096292,0.000000,0.000000
1357847599.10366607,-40860.59004757,0.00000000,-nan,0.00000000,-41020.82123804,0.000000,0.000000
1357847599.20375800,-40860.64021382,0.00000000,-nan,0.00000000,-41020.92138396,0.000000,0.000000
1357847599.30385089,-40860.69038357,0.00000000,-nan,0.00000000,-41021.03291586,0.000000,0.000000
1357847599.40393400,-40860.74055974,0.00000000,-nan,0.00000000,-41021.15377775,0.000000,0.000000
1357847599.50622606,-40860.79072888,0.00000000,-nan,0.00000000,-41021.23162956,0.000000,0.000000
1357847599.60631299,-40860.84090916,0.00000000,-nan,0.00000000,-41021.36761759,0.000000,0.000000
1357847599.70640492,-40860.89108120,0.00000000,-nan,0.00000000,-41021.44163374,0.000000,0.000000
1357847599.80649710,-40860.94125311,0.00000000,-nan,0.00000000,-41021.54153473,0.000000,0.000000
1357847599.90658903,-40860.99142532,0.00000000,-nan,0.00000000,-41021.64283831,0.000000,0.000000
1357847600.00667310,-40861.04160006,0.00000000,-nan,0.00000000,-41021.75127949,0.000000,0.000000
1357847600.10676503,-40861.09176846,0.00000000,-nan,0.00000000,-41021.83132177,0.000000,0.000000
1357847600.20685697,-40861.14194406,0.00000000,-nan,0.00000000,-41021.95475176,0.000000,0.000000
1357847600.30695009,-40861.19211220,0.00000000,-nan,0.00000000,-41022.03117143,0.000000,0.000000
1357847600.40703011,-40861.24228026,0.00000000,-nan,0.00000000,-41022.13124384,0.000000,0.000000
1357847600.50711393,-40861.29245124,0.00000000,-nan,0.00000000,-41022.24095942,0.000000,0.000000
1357847600.60719705,-40861.34262275,0.00000000,-nan,0.00000000,-41022.34299405,0.000000,0.000000
1357847600.70728898,-40861.39279413,0.00000000,-nan,0.00000000,-41022.44292805,0.000000,0.000000
1357847600.80738091,-40861.44296854,0.00000000,-nan,0.00000000,-41022.55300522,0.000000,0.000000
1357847600.90747309,-40861.49313602,0.00000000,-nan,0.00000000,-41022.63108131,0.000000,0.000000
1357847601.00756192,-40861.54331338,0.00000000,-nan,0.00000000,-41022.76315943,0.000000,0.000000
1357847601.10764909,-40861.59348432,0.00000000,-nan,0.00000000,-41022.84287645,0.000000,0.000000
1357847601.20774102,-40861.64365468,0.00000000,-nan,0.00000000,-41022.94137633,0.000000,0.000000
1357847601.30783391,-40861.69382493,0.00000000,-nan,0.00000000,-41023.04132903,0.000000,0.000000
1357847601.40791392,-40861.74399561,0.00000000,-nan,0.00000000,-41023.14307925,0.000000,0.000000
1357847601.50799704,-40861.79416575,0.00000000,-nan,0.00000000,-41023.24168374,0.000000,0.000000
1357847601.61085010,-40861.84433925,0.00000000,-nan,0.00000000,-41023.35281923,0.000000,0.000000
1357847601.71094203,-40861.89450648,0.00000000,-nan,0.00000000,-41023.43298937,0.000000,0.000000
1357847601.81103396,-40861.94467344,0.00000000,-nan,0.00000000,-41023.53246989,0.000000,0.000000
1357847601.91112590,-40861.99484000,0.00000000,-nan,0.00000000,-41023.63150068,0.000000,0.000000
1357847602.01120591,-40862.04501723,0.00000000,-nan,0.00000000,-41023.76621670,0.000000,0.000000
1357847602.11129808,-40862.09518661,0.00000000,-nan,0.00000000,-41023.84128242,0.000000,0.000000
1357847602.21138906,-40862.14535638,0.00000000,-nan,0.00000000,-41023.94283711,0.000000,0.000000
1357847602.31148005,-40862.19552606,0.00000000,-nan,0.00000000,-41024.04294288,0.000000,0.000000
1357847602.41156507,-40862.24569561,0.00000000,-nan,0.00000000,-41024.14281201,0.000000,0.000000
1357847602.51164508,-40862.29586562,0.00000000,-nan,0.00000000,-41024.24467039,0.000000,0.000000
1357847602.61173296,-40862.34603498,0.00000000,-nan,0.00000000,-41024.34289947,0.000000,0.000000
1357847602.71182394,-40862.39620426,0.00000000,-nan,0.00000000,-41024.44296071,0.000000,0.000000
1357847602.81191611,-40862.44637286,0.00000000,-nan,0.00000000,-41024.54111723,0.000000,0.000000
1357847602.91200805,-40862.49654127,0.00000000,-nan,0.00000000,-41024.64085092,0.000000,0.000000
1357847603.01208901,-40862.54670972,0.00000000,-nan,0.00000000,-41024.74130064,0.000000,0.000000
1357847603.11218095,-40862.59687517,0.00000000,-nan,0.00000000,-41024.83195410,0.000000,0.000000
1357847603.21227288,-40862.64704662,0.00000000,-nan,0.00000000,-41024.95169516,0.000000,0.000000
1357847603.31236506,-40862.69721185,0.00000000,-nan,0.00000000,-41025.03190198,0.000000,0.000000
1357847603.41245103,-40862.74738377,0.00000000,-nan,0.00000000,-41025.15388580,0.000000,0.000000
1357847603.51253104,-40862.79754861,0.00000000,-nan,0.00000000,-41025.23130064,0.000000,0.000000
1357847603.61261702,-40862.84771331,0.00000000,-nan,0.00000000,-41025.33117877,0.000000,0.000000
1357847603.71602607,-40862.89788104,0.00000000,-nan,0.00000000,-41025.44130377,0.000000,0.000000
1357847603.81611800,-40862.94804915,0.00000000,-nan,0.00000000,-41025.54291551,0.000000,0.000000
1357847603.91620994,-40862.99821682,0.00000000,-nan,0.00000000,-41025.64178776,0.000000,0.000000
1357847604.01629591,-40863.04838431,0.00000000,-nan,0.00000000,-41025.74155967,0.000000,0.000000
1357847604.11638689,-40863.09855162,0.00000000,-nan,0.00000000,-41025.84129413,0.000000,0.000000
1357847604.21647906,-40863.14872547,0.00000000,-nan,0.00000000,-41025.96287893,0.000000,0.000000
1357847604.31657100,-40863.19889569,0.00000000,-nan,0.00000000,-41026.05142595,0.000000,0.000000
1357847604.41665101,-40863.24907550,0.00000000,-nan,0.00000000,-41026.18292382,0.000000,0.000000
1357847604.51673388,-40863.29924494,0.00000000,-nan,0.00000000,-41026.24956829,0.000000,0.000000
1357847604.61682010,-40863.34941182,0.00000000,-nan,0.00000000,-41026.34162022,0.000000,0.000000
1357847604.71691203,-40863.39957854,0.00000000,-nan,0.00000000,-41026.44140363,0.000000,0.000000
1357847604.81700397,-40863.44974880,0.00000000,-nan,0.00000000,-41026.55326764,0.000000,0.000000
1357847604.91709495,-40863.49991831,0.00000000,-nan,0.00000000,-41026.65118319,0.000000,0.000000
1357847605.01718211,-40863.55008846,0.00000000,-nan,0.00000000,-41026.75356384,0.000000,0.000000
1357847605.11727405,-40863.60025778,0.00000000,-nan,0.00000000,-41026.85125417,0.000000,0.000000
1357847605.21736598,-40863.65043184,0.00000000,-nan,0.00000000,-41026.96699169,0.000000,0.000000
1357847605.31745911,-40863.70059818,0.00000000,-nan,0.00000000,-41027.04220579,0.000000,0.000000
1357847605.42472100,-40863.75076462,0.00000000,-nan,0.00000000,-41027.14284706,0.000000,0.000000
1357847605.52480507,-40863.80093100,0.00000000,-nan,0.00000000,-41027.24298792,0.000000,0.000000
1357847605.62489700,-40863.85110032,0.00000000,-nan,0.00000000,-41027.35292658,0.000000,0.000000
1357847605.72498798,-40863.90126907,0.00000000,-nan,0.00000000,-41027.45138005,0.000000,0.000000
1357847605.82507992,-40863.95143777,0.00000000,-nan,0.00000000,-41027.55157660,0.000000,0.000000
1357847605.92517209,-40864.00160679,0.00000000,-nan,0.00000000,-41027.65295791,0.000000,0.000000
1357847606.02525210,-40864.05178455,0.00000000,-nan,0.00000000,-41027.78182178,0.000000,0.000000
1357847606.12534404,-40864.10195599,0.00000000,-nan,0.00000000,-41027.86151778,0.000000,0.000000
1357847606.22543597,-40864.15212166,0.00000000,-nan,0.00000000,-41027.94303327,0.000000,0.000000
1357847606.32552791,-40864.20229280,0.00000000,-nan,0.00000000,-41028.06125129,0.000000,0.000000
1357847606.42561293,-40864.25246127,0.00000000,-nan,0.00000000,-41028.15284062,0.000000,0.000000
1357847606.52569103,-40864.30262909,0.00000000,-nan,0.00000000,-41028.25106314,0.000000,0.000000
1357847606.62578011,-40864.35280062,0.00000000,-nan,0.00000000,-41028.36353631,0.000000,0.000000
1357847606.72587204,-40864.40296573,0.00000000,-nan,0.00000000,-41028.44287609,0.000000,0.000000
1357847606.82596302,-40864.45313932,0.00000000,-nan,0.00000000,-41028.57095882,0.000000,0.000000
1357847606.92605495,-40864.50330681,0.00000000,-nan,0.00000000,-41028.65133149,0.000000,0.000000
1357847607.02613592,-40864.55347421,0.00000000,-nan,0.00000000,-41028.75135680,0.000000,0.000000
1357847607.12622809,-40864.60364151,0.00000000,-nan,0.00000000,-41028.85139738,0.000000,0.000000
1357847607.22632003,-40864.65380649,0.00000000,-nan,0.00000000,-41028.94412993,0.000000,0.000000
1357847607.32641292,-40864.70397654,0.00000000,-nan,0.00000000,-41029.06103034,0.000000,0.000000
1357847607.42649508,-40864.75414325,0.00000000,-nan,0.00000000,-41029.15047177,0.000000,0.000000
1357847607.53320909,-40864.80431012,0.00000000,-nan,0.00000000,-41029.25131829,0.000000,0.000000
1357847607.63330102,-40864.85448138,0.00000000,-nan,0.00000000,-41029.36601587,0.000000,0.000000
1357847607.73339200,-40864.90465112,0.00000000,-nan,0.00000000,-41029.46141309,0.000000,0.000000
1357847607.83348393,-40864.95482122,0.00000000,-nan,0.00000000,-41029.56290835,0.000000,0.000000
1357847607.93356705,-40865.00499079,0.00000000,-nan,0.00000000,-41029.66153779,0.000000,0.000000
1357847608.03365898,-40865.05515771,0.00000000,-nan,0.00000000,-41029.75314075,0.000000,0.000000
1357847608.13375092,-40865.10532403,0.00000000,-nan,0.00000000,-41029.85151339,0.000000,0.000000
1357847608.23384309,-40865.15549073,0.00000000,-nan,0.00000000,-41029.95310202,0.000000,0.000000
1357847608.33392906,-40865.20565684,0.00000000,-nan,0.00000000,-41030.05152097,0.000000,0.000000
1357847608.43402004,-40865.25582289,0.00000000,-nan,0.00000000,-41030.15162981,0.000000,0.000000
1357847608.53409696,-40865.30598882,0.00000000,-nan,0.00000000,-41030.25154040,0.000000,0.000000
1357847608.63418388,-40865.35615765,0.00000000,-nan,0.00000000,-41030.36146201,0.000000,0.000000
1357847608.73427606,-40865.40632631,0.00000000,-nan,0.00000000,-41030.46121050,0.000000,0.000000
1357847608.83436704,-40865.45649210,0.00000000,-nan,0.00000000,-41030.55209066,0.000000,0.000000
1357847608.93445897,-40865.50665801,0.00000000,-nan,0.00000000,-41030.65285437,0.000000,0.000000
1357847609.03454304,-40865.55682643,0.00000000,-nan,0.00000000,-41030.76142868,0.000000,0.000000
1357847609.13463497,-40865.60699472,0.00000000,-nan,0.00000000,-41030.86134276,0.000000,0.000000
1357847609.23472691,-40865.65716950,0.00000000,-nan,0.00000000,-41030.98307849,0.000000,0.000000
1357847609.33482003,-40865.70733748,0.00000000,-nan,0.00000000,-41031.06100068,0.000000,0.000000
1357847609.43489695,-40865.75750541,0.00000000,-nan,0.00000000,-41031.16116486,0.000000,0.000000
1357847609.53497910,-40865.80767337,0.00000000,-nan,0.00000000,-41031.26160799,0.000000,0.000000
